OrderID,CustomerID,EmployeeID,OrderDate,Employee Name,Sales,Freight,ShipVia,Shipper CompanyName,Customer ComapanyName,ProductID,ProductName,CategoryID,CategoryName,TerritoryID,RegionID,RegionDescription,SupplierID,Supplier CompanyName,Quantity,UnitPrice,Discount
10498,HILAA,8,07-04-1997,Callahan Laura,924.85,29.75,2,United Package,HILARION-Abastos,24,Guaraná Fantástica,1,Beverages,19428,3,Northern,10,Refrescos Americanas LTDA,59,38.1,0
10499,LILAS,4,08-04-1997,Peacock Margaret,1559.8,102.02,2,United Package,LILA-Supermercado,28,Rössle Sauerkraut,7,Produce,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,50,56,0
10500,LAMAI,6,09-04-1997,Suyama Michael,501.95,42.68,2,United Package,La maison d'Asie,15,Genen Shouyu,2,Condiments,85014,2,Western,6,Mayumi's,33,30.7,0.050000001
10501,BLAUS,9,09-04-1997,Dodsworth Anne,3163.2,8.85,2,United Package,Blauer See Delikatessen,54,Tourtière,6,Meat/Poultry,03049,3,Northern,25,Ma Maison,126,60.2,0
10502,PERIC,2,10-04-1997,Fuller Andrew,305,69.32,3,Federal Shipping,Pericles Comidas clásicas,45,Rogede sild,8,Seafood,01581,1,Eastern,21,Lyngbysild,22,25.9,0
10503,HUNGO,6,11-04-1997,Suyama Michael,895.9,16.74,1,Speedy Express,Hungry Owl All-Night Grocers,14,Tofu,7,Produce,85014,2,Western,6,Mayumi's,80,22.4,0
10504,WHITC,4,11-04-1997,Peacock Margaret,675.7,59.13,3,Federal Shipping,White Clover Markets,2,Chang,1,Beverages,20852,1,Eastern,1,Exotic Liquids,35,59.2,0
10505,MEREP,3,14-04-1997,Leverling Janet,912,7.13,2,United Package,Mère Paillarde,62,Tarte au sucre,3,Confections,30346,4,Southern,29,Forêts d'érables,30,30.4,0
10506,KOENE,9,15-04-1997,Dodsworth Anne,278,21.19,3,Federal Shipping,Königlich Essen,25,NuNuCa Nuß-Nougat-Creme,3,Confections,03049,3,Northern,11,Heli Süßwaren GmbH & Co. KG,35,25.3,0.100000001
10508,OTTIK,1,16-04-1997,Davolio Nancy,1380.6,4.99,1,Speedy Express,Ottilies Käseladen,13,Konbu,8,Seafood,06897,1,Eastern,6,Mayumi's,64,68.6,0
10509,BLAUS,4,17-04-1997,Peacock Margaret,575,0.15,2,United Package,Blauer See Delikatessen,28,Rössle Sauerkraut,7,Produce,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,49,36.9,0
10510,SAVEA,6,18-04-1997,Suyama Michael,1412,367.63,2,United Package,Save-a-lot Markets,29,Thüringer Rostbratwurst,6,Meat/Poultry,85014,2,Western,12,Plutzer Lebensmittelgroßmärkte AG,45,65.6,0
10511,BONAP,4,18-04-1997,Peacock Margaret,550.7,350.64,1,Speedy Express,Bon app',4,Chef Anton's Cajun Seasoning,2,Condiments,20852,1,Eastern,2,New Orleans Cajun Delights,20,61.1,0.150000006
10512,FAMIA,7,21-04-1997,King Robert,149,3.53,3,Federal Shipping,Familia Arquibaldo,24,Guaraná Fantástica,1,Beverages,60179,2,Western,10,Refrescos Americanas LTDA,20,7.45,0.150000006
10513,WANDK,7,22-04-1997,King Robert,816.3,105.65,1,Speedy Express,Die Wandernde Kuh,21,Sir Rodney's Scones,3,Confections,60179,2,Western,8,"Specialty Biscuits, Ltd.",57,56.3,0.200000003
10514,ERNSH,3,22-04-1997,Leverling Janet,2048.5,789.95,2,United Package,Ernst Handel,20,Sir Rodney's Marmalade,3,Confections,30346,4,Southern,8,"Specialty Biscuits, Ltd.",90,44.3,0
10515,QUICK,2,23-04-1997,Fuller Andrew,1388.5,204.47,3,Federal Shipping,QUICK-Stop,9,Mishi Kobe Niku,6,Meat/Poultry,01581,1,Eastern,4,Tokyo Traders,59,90.3,0.150000006
10516,HUNGO,2,24-04-1997,Fuller Andrew,147.9,62.78,3,Federal Shipping,Hungry Owl All-Night Grocers,18,Carnarvon Tigers,8,Seafood,01581,1,Eastern,7,"Pavlova, Ltd.",3,49.3,0.100000001
10517,NORTS,3,24-04-1997,Leverling Janet,461.8,32.07,2,United Package,North/South,52,Filo Mix,5,Grains/Cereals,30346,4,Southern,24,"G'day, Mate",32,29,0
10518,TORTU,4,25-04-1997,Peacock Margaret,240,218.15,2,United Package,Tortuga Restaurante,24,Guaraná Fantástica,1,Beverages,20852,1,Eastern,10,Refrescos Americanas LTDA,20,24,0
10519,CHOPS,6,28-04-1997,Suyama Michael,136.8,91.76,1,Speedy Express,Chop-suey Chinese,10,Ikura,8,Seafood,85014,2,Western,4,Tokyo Traders,3,45.6,0.050000001
10520,SANTG,7,29-04-1997,King Robert,4735.34,13.37,3,Federal Shipping,Santé Gourmet,24,Guaraná Fantástica,1,Beverages,60179,2,Western,10,Refrescos Americanas LTDA,72,131.54,0
10521,CACTU,8,29-04-1997,Callahan Laura,2999.55,17.22,3,Federal Shipping,Cactus Comidas para llevar,35,Steeleye Stout,1,Beverages,19428,3,Northern,16,Bigfoot Breweries,110,92,0
10522,LEHMS,4,30-04-1997,Peacock Margaret,617.4,45.33,2,United Package,Lehmanns Marktstand,1,Chai,1,Beverages,20852,1,Eastern,1,Exotic Liquids,37,60,0.200000003
10523,SEVES,7,01-05-1997,King Robert,2426.9,77.63,1,Speedy Express,Seven Seas Imports,17,Alice Mutton,6,Meat/Poultry,60179,2,Western,7,"Pavlova, Ltd.",105,70.5,0.100000001
10524,BERGS,1,01-05-1997,Davolio Nancy,8623.45,244.79,2,United Package,Berglunds snabbköp,10,Ikura,8,Seafood,06897,1,Eastern,4,Tokyo Traders,233,193.4,0
10525,BONAP,1,02-05-1997,Davolio Nancy,10588.05,11.06,1,Speedy Express,Bon app',36,Inlagd Sill,8,Seafood,06897,1,Eastern,17,Svensk Sjöföda AB,286,194.85,0
10526,WARTH,4,05-05-1997,Peacock Margaret,2614.3,58.59,3,Federal Shipping,Wartian Herkku,1,Chai,1,Beverages,20852,1,Eastern,1,Exotic Liquids,125,86.15,0.150000006
10527,QUICK,7,05-05-1997,King Robert,352,41.9,3,Federal Shipping,QUICK-Stop,4,Chef Anton's Cajun Seasoning,2,Condiments,60179,2,Western,2,New Orleans Cajun Delights,16,77,0.100000001
10528,GREAL,6,06-05-1997,Suyama Michael,4150.05,3.35,2,United Package,Great Lakes Food Market,11,Queso Cabrales,4,Dairy Products,85014,2,Western,5,Cooperativa de Quesos 'Las Cabras',29,287.45,0
10529,MAISD,5,07-05-1997,Buchanan Steven,2355.9,66.69,3,Federal Shipping,Maison Dewey,55,Pâté chinois,6,Meat/Poultry,02903,1,Eastern,25,Ma Maison,66,103,0
10530,PICCO,3,08-05-1997,Leverling Janet,200,339.22,1,Speedy Express,Piccolo und mehr,17,Alice Mutton,6,Meat/Poultry,30346,4,Southern,7,"Pavlova, Ltd.",13,37.3,0
10531,OCEAN,7,08-05-1997,King Robert,225.5,8.12,2,United Package,Océano Atlántico Ltda.,59,Raclette Courdavault,4,Dairy Products,60179,2,Western,28,Gai pâturage,19,40.15,0
10532,EASTC,7,09-05-1997,King Robert,2657.2,74.46,1,Speedy Express,Eastern Connection,30,Nord-Ost Matjeshering,8,Seafood,60179,2,Western,13,Nord-Ost-Fisch Handelsgesellschaft mbH,109,102.29,0
10533,FOLKO,8,12-05-1997,Callahan Laura,2715.5,188.04,2,United Package,Folk och fä HB,4,Chef Anton's Cajun Seasoning,2,Condiments,19428,3,Northern,2,New Orleans Cajun Delights,64,155.65,0.050000001
10534,LEHMS,8,12-05-1997,Callahan Laura,3192.65,27.94,2,United Package,Lehmanns Marktstand,30,Nord-Ost Matjeshering,8,Seafood,19428,3,Northern,13,Nord-Ost-Fisch Handelsgesellschaft mbH,87,110.34,0
10535,ANTON,4,13-05-1997,Peacock Margaret,845.9,15.64,2,United Package,Antonio Moreno Taquería,11,Queso Cabrales,4,Dairy Products,20852,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',45,37.4,0.100000001
10536,LEHMS,3,14-05-1997,Leverling Janet,1343.7,58.88,2,United Package,Lehmanns Marktstand,12,Queso Manchego La Pastora,4,Dairy Products,30346,4,Southern,5,Cooperativa de Quesos 'Las Cabras',48,62,0.25
10537,RICSU,1,14-05-1997,Davolio Nancy,1669.8,78.85,1,Speedy Express,Richter Supermarkt,31,Gorgonzola Telino,4,Dairy Products,06897,1,Eastern,14,Formaggi Fortini s.r.l.,80,41,0
10539,BSBEV,6,16-05-1997,Suyama Michael,946,12.36,2,United Package,B's Beverages,13,Konbu,8,Seafood,85014,2,Western,6,Mayumi's,44,72.5,0
10540,QUICK,3,19-05-1997,Leverling Janet,4180,1007.64,2,United Package,QUICK-Stop,3,Aniseed Syrup,2,Condiments,30346,4,Southern,1,Exotic Liquids,135,131.5,0
10541,HANAR,2,19-05-1997,Fuller Andrew,110,68.65,1,Speedy Express,Hanari Carnes,24,Guaraná Fantástica,1,Beverages,01581,1,Eastern,10,Refrescos Americanas LTDA,2,55,0.100000001
10542,KOENE,1,20-05-1997,Davolio Nancy,796.35,10.95,3,Federal Shipping,Königlich Essen,11,Queso Cabrales,4,Dairy Products,06897,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',39,42.89,0.050000001
10543,LILAS,8,21-05-1997,Callahan Laura,2295.1,48.17,1,Speedy Express,LILA-Supermercado,12,Queso Manchego La Pastora,4,Dairy Products,19428,3,Northern,5,Cooperativa de Quesos 'Las Cabras',98,71.8,0.150000006
10544,LONEP,4,21-05-1997,Peacock Margaret,517,24.91,2,United Package,Lonesome Pine Restaurant,28,Rössle Sauerkraut,7,Produce,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,30,51.74,0
10545,LAZYK,8,22-05-1997,Callahan Laura,2156.1,11.92,1,Speedy Express,Lazy K Kountry Store,11,Queso Cabrales,4,Dairy Products,19428,3,Northern,5,Cooperativa de Quesos 'Las Cabras',80,113.9,0
10546,VICTE,1,23-05-1997,Davolio Nancy,2084.5,194.72,2,United Package,Victuailles en stock,7,Uncle Bob's Organic Dried Pears,7,Produce,06897,1,Eastern,3,Grandma Kelly's Homestead,100,87,0
10547,SEVES,3,23-05-1997,Leverling Janet,1823.8,178.43,1,Speedy Express,Seven Seas Imports,32,Mascarpone Fabioli,4,Dairy Products,30346,4,Southern,14,Formaggi Fortini s.r.l.,86,128.55,0.150000006
10548,TOMSP,3,26-05-1997,Leverling Janet,355.5,1.43,3,Federal Shipping,Toms Spezialitäten,34,Sasquatch Ale,1,Beverages,30346,4,Southern,16,Bigfoot Breweries,44,38.5,0.25
10549,QUICK,5,27-05-1997,Buchanan Steven,10191.7,171.24,3,Federal Shipping,QUICK-Stop,31,Gorgonzola Telino,4,Dairy Products,02903,1,Eastern,14,Formaggi Fortini s.r.l.,165,317.23,0.150000006
10550,GODOS,7,28-05-1997,King Robert,2162.4,4.32,1,Speedy Express,Godos Cocina Típica,17,Alice Mutton,6,Meat/Poultry,60179,2,Western,7,"Pavlova, Ltd.",84,310.55,0.100000001
10551,FURIB,4,28-05-1997,Peacock Margaret,493.7,72.95,3,Federal Shipping,Furia Bacalhau e Frutos do Mar,16,Pavlova,3,Confections,20852,1,Eastern,7,"Pavlova, Ltd.",39,28.45,0.150000006
10552,HILAA,2,29-05-1997,Fuller Andrew,1769.7,83.22,2,United Package,HILARION-Abastos,69,Gudbrandsdalsost,4,Dairy Products,01581,1,Eastern,15,Norske Meierier,100,47,0
10553,WARTH,2,30-05-1997,Fuller Andrew,417.2,149.49,1,Speedy Express,Wartian Herkku,11,Queso Cabrales,4,Dairy Products,01581,1,Eastern,5,Cooperativa de Quesos 'Las Cabras',14,59.6,0
10554,OTTIK,4,30-05-1997,Peacock Margaret,210,120.97,2,United Package,Ottilies Käseladen,16,Pavlova,3,Confections,20852,1,Eastern,7,"Pavlova, Ltd.",10,21,0.050000001
10555,SAVEA,6,02-06-1997,Suyama Michael,2812,252.49,3,Federal Shipping,Save-a-lot Markets,14,Tofu,7,Produce,85014,2,Western,6,Mayumi's,80,97.3,0.200000003
10557,LEHMS,9,03-06-1997,Dodsworth Anne,274.85,96.72,2,United Package,Lehmanns Marktstand,64,Wimmers gute Semmelknödel,5,Grains/Cereals,03049,3,Northern,12,Plutzer Lebensmittelgroßmärkte AG,24,23.65,0
10558,AROUT,1,04-06-1997,Davolio Nancy,4181.05,72.97,1,Speedy Express,Around the Horn,47,Zaanse koeken,3,Confections,06897,1,Eastern,22,Zaanse Snoepfabriek,203,75,0
10559,BLONP,6,05-06-1997,Suyama Michael,748.7,8.05,3,Federal Shipping,Blondesddsl père et fils,41,Jack's New England Clam Chowder,8,Seafood,85014,2,Western,19,New England Seafood Cannery,34,86.7,0.050000001
10560,FRANK,8,06-06-1997,Callahan Laura,1835.7,36.65,3,Federal Shipping,Frankenversand,30,Nord-Ost Matjeshering,8,Seafood,19428,3,Northern,13,Nord-Ost-Fisch Handelsgesellschaft mbH,100,54.9,0
10561,FOLKO,2,06-06-1997,Fuller Andrew,880.5,242.21,1,Speedy Express,Folk och fä HB,44,Gula Malacca,2,Condiments,01581,1,Eastern,20,Leka Trading,48,43.75,0
10562,REGGC,1,09-06-1997,Davolio Nancy,1546.3,22.95,2,United Package,Reggiani Caseifici,33,Geitost,4,Dairy Products,06897,1,Eastern,15,Norske Meierier,89,89.95,0.100000001
10563,RICAR,2,10-06-1997,Fuller Andrew,1819.3,60.43,3,Federal Shipping,Ricardo Adocicados,36,Inlagd Sill,8,Seafood,01581,1,Eastern,17,Svensk Sjöföda AB,80,88.75,0
10564,RATTC,4,10-06-1997,Peacock Margaret,3679.5,13.75,3,Federal Shipping,Rattlesnake Canyon Grocery,17,Alice Mutton,6,Meat/Poultry,20852,1,Eastern,7,"Pavlova, Ltd.",143,127.95,0.050000001
10565,MEREP,8,11-06-1997,Callahan Laura,1152.5,7.15,2,United Package,Mère Paillarde,24,Guaraná Fantástica,1,Beverages,19428,3,Northern,10,Refrescos Americanas LTDA,50,41,0.100000001
10566,BLONP,9,12-06-1997,Dodsworth Anne,2142.9,88.4,2,United Package,Blondesddsl père et fils,11,Queso Cabrales,4,Dairy Products,03049,3,Northern,5,Cooperativa de Quesos 'Las Cabras',96,117.3,0.150000006
10567,HUNGO,1,12-06-1997,Davolio Nancy,547.7,33.97,1,Speedy Express,Hungry Owl All-Night Grocers,31,Gorgonzola Telino,4,Dairy Products,06897,1,Eastern,14,Formaggi Fortini s.r.l.,30,33.65,0.200000003
10568,GALED,3,13-06-1997,Leverling Janet,1257.05,6.54,1,Speedy Express,Galería del gastrónomo,10,Ikura,8,Seafood,30346,4,Southern,4,Tokyo Traders,35,75.19,0
10569,RATTC,5,16-06-1997,Buchanan Steven,2844.5,58.98,2,United Package,Rattlesnake Canyon Grocery,31,Gorgonzola Telino,4,Dairy Products,02903,1,Eastern,14,Formaggi Fortini s.r.l.,60,72.45,0.200000003
10570,MEREP,3,17-06-1997,Leverling Janet,542.8,188.99,1,Speedy Express,Mère Paillarde,11,Queso Cabrales,4,Dairy Products,30346,4,Southern,5,Cooperativa de Quesos 'Las Cabras',30,51.8,0.050000001
10571,ERNSH,8,17-06-1997,Callahan Laura,965,26.06,2,United Package,Ernst Handel,14,Tofu,7,Produce,19428,3,Northern,6,Mayumi's,95,26,0.150000006
10572,BERGS,3,18-06-1997,Leverling Janet,1298.85,116.43,3,Federal Shipping,Berglunds snabbköp,16,Pavlova,3,Confections,30346,4,Southern,7,"Pavlova, Ltd.",47,75.5,0.100000001
10573,ANTON,7,19-06-1997,King Robert,710.8,84.84,2,United Package,Antonio Moreno Taquería,17,Alice Mutton,6,Meat/Poultry,60179,2,Western,7,"Pavlova, Ltd.",43,37.75,0
10574,TRAIH,4,19-06-1997,Peacock Margaret,2039.7,37.6,1,Speedy Express,Trail's Head Gourmet Provisioners,33,Geitost,4,Dairy Products,20852,1,Eastern,15,Norske Meierier,63,101.5,0
10575,MORGK,5,20-06-1997,Buchanan Steven,3108.6,127.34,1,Speedy Express,Morgenstern Gesundkost,59,Raclette Courdavault,4,Dairy Products,02903,1,Eastern,28,Gai pâturage,103,120.5,0
10576,TORTU,3,23-06-1997,Leverling Janet,155,18.56,3,Federal Shipping,Tortuga Restaurante,1,Chai,1,Beverages,30346,4,Southern,1,Exotic Liquids,5,31,0
10577,TRAIH,9,23-06-1997,Dodsworth Anne,977.3,25.41,1,Speedy Express,Trail's Head Gourmet Provisioners,39,Chartreuse verte,1,Beverages,03049,3,Northern,18,Aux joyeux ecclésiastiques,65,30.5,0
10578,BSBEV,4,24-06-1997,Peacock Margaret,2594.9,29.6,3,Federal Shipping,B's Beverages,35,Steeleye Stout,1,Beverages,20852,1,Eastern,16,Bigfoot Breweries,75,59,0
10579,LETSS,1,25-06-1997,Davolio Nancy,647.45,13.73,3,Federal Shipping,Let's Stop N Shop,15,Genen Shouyu,2,Condiments,06897,1,Eastern,6,Mayumi's,39,37.25,0
10580,OTTIK,4,26-06-1997,Peacock Margaret,1565.35,75.89,2,United Package,Ottilies Käseladen,14,Tofu,7,Produce,20852,1,Eastern,6,Mayumi's,87,75.6,0.050000001
10583,WARTH,2,30-06-1997,Fuller Andrew,2147.4,7.28,1,Speedy Express,Wartian Herkku,29,Thüringer Rostbratwurst,6,Meat/Poultry,01581,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,58,151.7,0
10584,BLONP,4,30-06-1997,Peacock Margaret,838.45,59.14,3,Federal Shipping,Blondesddsl père et fils,31,Gorgonzola Telino,4,Dairy Products,20852,1,Eastern,14,Formaggi Fortini s.r.l.,51,49.95,0.050000001
10585,WELLI,7,01-07-1997,King Robert,569,13.41,2,United Package,Wellington Importadora,47,Zaanse koeken,3,Confections,60179,2,Western,22,Zaanse Snoepfabriek,48,38.75,0
10586,REGGC,9,02-07-1997,Dodsworth Anne,477,0.48,3,Federal Shipping,Reggiani Caseifici,52,Filo Mix,5,Grains/Cereals,03049,3,Northern,24,"G'day, Mate",26,37.5,0.150000006
10587,QUEDE,1,02-07-1997,Davolio Nancy,317.75,62.52,2,United Package,Que Delícia,26,Gumbär Gummibärchen,3,Confections,06897,1,Eastern,11,Heli Süßwaren GmbH & Co. KG,31,23.25,0
10588,QUICK,2,03-07-1997,Fuller Andrew,1066.95,194.67,3,Federal Shipping,QUICK-Stop,18,Carnarvon Tigers,8,Seafood,01581,1,Eastern,7,"Pavlova, Ltd.",54,53.95,0.200000003
10589,GREAL,8,04-07-1997,Callahan Laura,2413.6,4.42,2,United Package,Great Lakes Food Market,35,Steeleye Stout,1,Beverages,19428,3,Northern,16,Bigfoot Breweries,44,193.79,0
10590,MEREP,4,07-07-1997,Peacock Margaret,624.95,44.77,1,Speedy Express,Mère Paillarde,1,Chai,1,Beverages,20852,1,Eastern,1,Exotic Liquids,50,12.5,0
10591,VAFFE,1,07-07-1997,Davolio Nancy,142.5,55.92,1,Speedy Express,Vaffeljernet,3,Aniseed Syrup,2,Condiments,06897,1,Eastern,1,Exotic Liquids,15,9.5,0
10592,LEHMS,3,08-07-1997,Leverling Janet,27.84999999,32.1,1,Speedy Express,Lehmanns Marktstand,15,Genen Shouyu,2,Condiments,30346,4,Southern,6,Mayumi's,4,7,0.050000001
10593,LEHMS,7,09-07-1997,King Robert,807.38,174.2,1,Speedy Express,Lehmanns Marktstand,20,Sir Rodney's Marmalade,3,Confections,60179,2,Western,8,"Specialty Biscuits, Ltd.",46,62.23,0.200000003
10594,OLDWO,3,09-07-1997,Leverling Janet,3899.6,5.24,3,Federal Shipping,Old World Delicatessen,52,Filo Mix,5,Grains/Cereals,30346,4,Southern,24,"G'day, Mate",140,76.5,0
10595,ERNSH,2,10-07-1997,Fuller Andrew,72,96.78,2,United Package,Ernst Handel,35,Steeleye Stout,1,Beverages,01581,1,Eastern,16,Bigfoot Breweries,4,18,0.25
10596,WHITC,8,11-07-1997,Callahan Laura,1139.95,16.34,3,Federal Shipping,White Clover Markets,56,Gnocchi di nonna Alice,5,Grains/Cereals,19428,3,Northern,26,Pasta Buttini s.r.l.,80,31,0.200000003
10597,PICCO,7,11-07-1997,King Robert,812.5,35.12,1,Speedy Express,Piccolo und mehr,24,Guaraná Fantástica,1,Beverages,60179,2,Western,10,Refrescos Americanas LTDA,74,47.45,0.200000003
10598,RATTC,1,14-07-1997,Davolio Nancy,543.55,44.42,1,Speedy Express,Rattlesnake Canyon Grocery,27,Schoggi Schokolade,3,Confections,06897,1,Eastern,11,Heli Süßwaren GmbH & Co. KG,30,46.73,0
10599,BSBEV,6,15-07-1997,Suyama Michael,2492.4,29.98,2,United Package,B's Beverages,62,Tarte au sucre,3,Confections,85014,2,Western,29,Forêts d'érables,45,135,0
10600,HUNGC,4,16-07-1997,Peacock Margaret,565.5,45.13,2,United Package,Hungry Coyote Import Store,54,Tourtière,6,Meat/Poultry,20852,1,Eastern,25,Ma Maison,54,20.25,0
10601,HILAA,7,16-07-1997,King Robert,6299.25,58.3,1,Speedy Express,HILARION-Abastos,13,Konbu,8,Seafood,60179,2,Western,6,Mayumi's,215,82.5,0
10603,SAVEA,8,18-07-1997,Callahan Laura,799.7,48.77,3,Federal Shipping,Save-a-lot Markets,22,Gustaf's Knäckebröd,5,Grains/Cereals,19428,3,Northern,9,PB Knäckebröd AB,67,45.05,0
10604,FURIB,1,18-07-1997,Davolio Nancy,2388.5,7.46,3,Federal Shipping,Furia Bacalhau e Frutos do Mar,48,Chocolade,3,Confections,06897,1,Eastern,22,Zaanse Snoepfabriek,59,65.4,0.100000001
10605,MEREP,1,21-07-1997,Davolio Nancy,493,379.13,3,Federal Shipping,Mère Paillarde,16,Pavlova,3,Confections,06897,1,Eastern,7,"Pavlova, Ltd.",10,49.3,0.050000001
10606,TRADH,4,22-07-1997,Peacock Margaret,479.8,79.4,1,Speedy Express,Tradição Hipermercados,4,Chef Anton's Cajun Seasoning,2,Condiments,20852,1,Eastern,2,New Orleans Cajun Delights,34,22.45,0.200000003
10607,SAVEA,5,22-07-1997,Buchanan Steven,2285,200.24,1,Speedy Express,Save-a-lot Markets,7,Uncle Bob's Organic Dried Pears,7,Produce,02903,1,Eastern,3,Grandma Kelly's Homestead,95,61,0
10608,TOMSP,4,23-07-1997,Peacock Margaret,1507.95,27.79,2,United Package,Toms Spezialitäten,56,Gnocchi di nonna Alice,5,Grains/Cereals,20852,1,Eastern,26,Pasta Buttini s.r.l.,73,41,0
10609,DUMON,7,24-07-1997,King Robert,256.3,1.85,1,Speedy Express,Du monde entier,1,Chai,1,Beverages,60179,2,Western,1,Exotic Liquids,16,30.75,0
10610,LAMAI,8,25-07-1997,Callahan Laura,4325.8,26.78,2,United Package,La maison d'Asie,36,Inlagd Sill,8,Seafood,19428,3,Northern,17,Svensk Sjöföda AB,135,127.95,0.25
10611,WOLZA,6,25-07-1997,Suyama Michael,1412.4,80.65,3,Federal Shipping,Wolski  Zajazd,1,Chai,1,Beverages,85014,2,Western,1,Exotic Liquids,50,95.3,0
10612,SAVEA,1,28-07-1997,Davolio Nancy,6475.4,544.08,1,Speedy Express,Save-a-lot Markets,10,Ikura,8,Seafood,06897,1,Eastern,4,Tokyo Traders,213,124.7,0
10613,HILAA,4,29-07-1997,Peacock Margaret,1064,8.11,2,United Package,HILARION-Abastos,13,Konbu,8,Seafood,20852,1,Eastern,6,Mayumi's,28,38,0.100000001
10614,BLAUS,8,29-07-1997,Callahan Laura,424,1.93,2,United Package,Blauer See Delikatessen,11,Queso Cabrales,4,Dairy Products,19428,3,Northern,5,Cooperativa de Quesos 'Las Cabras',19,59,0
10615,WILMK,2,30-07-1997,Fuller Andrew,398.75,0.75,1,Speedy Express,Wilman Kala,55,Pâté chinois,6,Meat/Poultry,01581,1,Eastern,25,Ma Maison,21,19,0
10616,GREAL,1,31-07-1997,Davolio Nancy,808,116.53,2,United Package,Great Lakes Food Market,38,Côte de Blaye,1,Beverages,06897,1,Eastern,18,Aux joyeux ecclésiastiques,31,71,0.050000001
10617,GREAL,4,31-07-1997,Peacock Margaret,6375,18.53,2,United Package,Great Lakes Food Market,59,Raclette Courdavault,4,Dairy Products,20852,1,Eastern,28,Gai pâturage,263,122,0.150000006
10618,MEREP,1,01-08-1997,Davolio Nancy,357.9,154.68,2,United Package,Mère Paillarde,6,Grandma's Boysenberry Spread,2,Condiments,06897,1,Eastern,3,Grandma Kelly's Homestead,48,13.75,0
10619,MEREP,3,04-08-1997,Leverling Janet,464,91.05,3,Federal Shipping,Mère Paillarde,21,Sir Rodney's Scones,3,Confections,30346,4,Southern,8,"Specialty Biscuits, Ltd.",27,49,0
10620,LAUGB,2,05-08-1997,Fuller Andrew,120,0.94,3,Federal Shipping,Laughing Bacchus Wine Cellars,24,Guaraná Fantástica,1,Beverages,01581,1,Eastern,10,Refrescos Americanas LTDA,5,24,0
10621,ISLAT,4,05-08-1997,Peacock Margaret,5031.85,23.73,2,United Package,Island Trading,19,Teatime Chocolate Biscuits,3,Confections,20852,1,Eastern,8,"Specialty Biscuits, Ltd.",59,338,0
10622,RICAR,4,06-08-1997,Peacock Margaret,1649.85,50.97,2,United Package,Ricardo Adocicados,2,Chang,1,Beverages,20852,1,Eastern,1,Exotic Liquids,30,55,0
10623,FRANK,8,07-08-1997,Callahan Laura,2697.5,97.18,1,Speedy Express,Frankenversand,14,Tofu,7,Produce,19428,3,Northern,6,Mayumi's,105,75.5,0
10624,THECR,4,07-08-1997,Peacock Margaret,1260,94.8,3,Federal Shipping,The Cracker Box,28,Rössle Sauerkraut,7,Produce,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,82,31,0
10625,ANATR,3,08-08-1997,Leverling Janet,57.5,43.9,3,Federal Shipping,Ana Trujillo Emparedados y helados,14,Tofu,7,Produce,30346,4,Southern,6,Mayumi's,10,11.5,0
10626,BERGS,1,11-08-1997,Davolio Nancy,758.5,138.69,2,United Package,Berglunds snabbköp,53,Perth Pasties,6,Meat/Poultry,06897,1,Eastern,24,"G'day, Mate",50,54.7,0
10627,SAVEA,8,11-08-1997,Callahan Laura,604.8,107.46,3,Federal Shipping,Save-a-lot Markets,62,Tarte au sucre,3,Confections,19428,3,Northern,29,Forêts d'érables,38,31.5,0
10628,BLONP,4,12-08-1997,Peacock Margaret,1429.45,30.36,2,United Package,Blondesddsl père et fils,1,Chai,1,Beverages,20852,1,Eastern,1,Exotic Liquids,94,64.95,0
10629,GODOS,4,12-08-1997,Peacock Margaret,1393.24,85.46,2,United Package,Godos Cocina Típica,29,Thüringer Rostbratwurst,6,Meat/Poultry,20852,1,Eastern,12,Plutzer Lebensmittelgroßmärkte AG,26,188.84,0
10630,KOENE,1,13-08-1997,Davolio Nancy,479.75,32.35,1,Speedy Express,Königlich Essen,55,Pâté chinois,6,Meat/Poultry,06897,1,Eastern,25,Ma Maison,18,71.25,0.050000001
10631,LAMAI,8,14-08-1997,Callahan Laura,1503.6,0.87,2,United Package,La maison d'Asie,75,Rhönbräu Klosterbier,1,Beverages,19428,3,Northern,12,Plutzer Lebensmittelgroßmärkte AG,52,88.3,0.100000001
10632,WANDK,8,14-08-1997,Callahan Laura,1264.35,41.38,3,Federal Shipping,Die Wandernde Kuh,2,Chang,1,Beverages,19428,3,Northern,1,Exotic Liquids,50,64.3,0.050000001
10633,ERNSH,7,15-08-1997,King Robert,450,477.9,3,Federal Shipping,Ernst Handel,12,Queso Manchego La Pastora,4,Dairy Products,60179,2,Western,5,Cooperativa de Quesos 'Las Cabras',25,18,0.150000006
10634,FOLIG,4,15-08-1997,Peacock Margaret,2775.05,487.38,3,Federal Shipping,Folies gourmandes,7,Uncle Bob's Organic Dried Pears,7,Produce,20852,1,Eastern,3,Grandma Kelly's Homestead,29,157.04,0
